word,translate
traffic,n.交通；运输；贸易；[通信]通信量v.用…作交换；在…通行
size,n.大小；尺寸adj.一定尺寸的v.依大小排列
worm,n.虫，蠕虫；蜗杆；螺纹；小人物v.使蠕动；给除虫；使缓慢前进
bite,v.咬；刺痛n.咬；一口；咬伤；刺痛abbr.机内测试设备（Built-InTestEquipment）
code,n.代码，密码；编码；法典v.编码；制成法典
cope,v.处理；对付；竞争n.长袍
generate,v.使形成；发生；生殖；产生物理反应
modern,adj.现代的，近代的；时髦的n.现代人；有思想的人
payment,n.付款，支付；报酬，报答；偿还；惩罚，报应
respect,n.尊敬，尊重；方面；敬意v.尊敬，尊重；遵守
campaign,v.作战；参加竞选；参加活动n.运动；活动；战役
labor,n.劳动；工作；劳工；分娩v.劳动；努力；苦干
colleague,n.同事，同僚
element,n.元素；要素；原理；成分；自然环境
sight,n.视力；景象；眼界；见解v.看见；瞄准adj.见票即付的；即席的
trust,n.信任，信赖；责任；托拉斯v.信任，信赖；盼望；赊卖给
link,n.[计]链环，环节；联系，关系v.连接，连结；联合，结合
town,n.城镇，市镇；市内商业区
freedom,n.自由，自主；直率
partner,n.伙伴；合伙人；配偶v.合伙；合股；成为搭档
sit,v.坐；位于n.(Sit)人名；(东南亚国家华语)硕；(罗)西特
department,n.部；部门；系；科；局
manager,n.经理；管理人员
worth,adj.值…的n.价值；财产
design,v.设计；计划；构思n.设计；图案
commit,v.犯罪，做错事；把交托给；指派…作战；使…承担义务
ancestor,n.始祖，祖先；被继承人
hijack,v.抢劫；揩油n.劫持；威逼；敲诈
rest,v.使休息，使轻松；把…寄托于n.休息，静止；休息时间；剩余部分；支架
enter,v.进入；开始；参加n.[计]输入；回车
innovation,n.创新，革新；新方法
sustain,v.维持；支撑，承担；忍受；供养；证实
image,n.影像；想象；肖像；偶像v.想象；反映；象征；作…的像
retail,v.零售；转述n.零售adv.以零售方式adj.零售的
teenager,n.十几岁的青少年；十三岁到十九岁的少年
manner,n.方式；习惯；种类；规矩；风俗
threaten,v.威胁；恐吓；预示
month,n.月，一个月的时间
international,n.国际组织；国际体育比赛；外国居留者；国际股票adj.国际的；两国（或以上）国家的；超越国界的；国际关系的；世界的
repeat,v.重复；复制；背诵n.重复；副本
neglect,v.疏忽，忽视；忽略n.疏忽，忽视；怠慢
mode,n.模式；方式；风格；时尚
shop,n.商店；店铺v.购物
folk,n.民族；人们；亲属（复数）adj.民间的
justify,v.证明合法；整理版面
mention,v.提到，谈到；提及，论及；说起n.提及，说起
resistant,adj.抵抗的，反抗的；顽固的n.抵抗者
daily,adj.日常的；每日的n.日报；朝来夜去的女佣adv.日常地；每日；天天
random,adj.[数]随机的；任意的；胡乱的n.随意adv.胡乱地
decline,n.下降；衰退；斜面v.下降；衰落；谢绝
objective,adj.客观的；目标的；宾格的n.目的；目标；[光]物镜；宾格
stick,v.刺，戳；伸出；粘贴n.棍；手杖；呆头呆脑的人
factor,n.因素；要素；[物]因数；代理人v.做代理商
rail,n.铁轨；扶手；横杆；围栏v.抱怨；责骂
fall,v.落下；变成；来临；减弱n.下降；秋天；瀑布adj.秋天的
refer,v.参考；涉及；提到；查阅
short,adj.短的；不足的；矮的，低的n.短；缺乏；短路；短裤adv.不足；突然；唐突地
argument,n.论证；论据；争吵；内容提要
task,v.分派任务n.工作，作业；任务
manage,v.管理；经营；控制；设法
low,adj.低的，浅的；卑贱的；粗俗的；消沉的adv.低声地；谦卑地，低下地n.低；低价；低点；牛叫声v.牛叫
presence,n.存在；出席；参加；风度；仪态
match,v.使比赛；使相配；敌得过，比得上；相配；与…竞争n.比赛，竞赛；匹配；对手；火柴
parallel,n.平行线；对比v.使…与…平行adj.平行的；类似的，相同的
military,adj.军事的；军人的；适于战争的n.军队；军人
conflict,n.冲突，矛盾；斗争；争执v.冲突，抵触；争执；战斗
possibly,adv.可能地；也许；大概
addict,n.有瘾的人；入迷的人v.使沉溺；使上瘾
joy,n.欢乐，快乐；乐趣；高兴v.欣喜，欢喜
puzzle,v.使…困惑；使…为难；苦思而得出n.谜；难题；迷惑
draw,v.画；拉；吸引n.平局；抽签
drive,v.开车；猛击；飞跑n.驱动器；驾车；[心理]内驱力，推进力；快车道
contrast,v.对比；形成对照n.对比；差别；对照物
background,n.背景；隐蔽的位置v.作…的背景adj.背景的；发布背景材料的
wall,n.墙壁，围墙；似墙之物v.用墙围住，围以墙adj.墙壁的
artist,n.艺术家；美术家（尤指画家）；大师
communication,n.通讯，[通信]通信；交流；信函
combine,v.使化合；使联合，使结合n.联合收割机；联合企业
alphabet,n.字母表，字母系统；入门，初步
fight,v.打架；与…打仗，与…斗争；反对…提案n.打架；战斗，斗志
crisis,n.危机；危险期；决定性时刻adj.危机的；用于处理危机的
approve,v.批准；赞成；为…提供证据
agreement,n.协议；同意，一致
surprise,n.惊奇，诧异；突然袭击v.使惊奇；奇袭adj.令人惊讶的
imagine,v.想像；猜想；臆断
reliable,adj.可靠的；可信赖的n.可靠的人
collect,v.收集；募捐adv.由收件人付款地adj.由收件人付款的n.(Collect)人名；(英)科莱克特
forget,v.忘记；忽略n.(Forget)人名；(法)福尔热
supreme,adj.最高的；至高的；最重要的n.至高；霸权
strain,n.张力；拉紧；负担；扭伤；血缘v.拉紧；尽力
ready,adj.准备好；现成的；迅速的；情愿的；快要…的n.现款；预备好的状态adv.迅速地；预先v.使准备好
conservative,adj.保守的n.保守派，守旧者
consume,v.消耗，消费；使…著迷；挥霍
deny,v.否定，否认；拒绝给予；拒绝…的要求
trace,v.追溯；沿路走n.痕迹，踪迹；微量；[仪]迹线；缰绳
engage,v.吸引，占用；使参加；雇佣；使订婚；预定
disappear,v.消失；失踪；不复存在
damage,n.损害；损毁；赔偿金v.损害；损毁
misery,n.痛苦，悲惨；不幸；苦恼；穷困
saving,n.节约；挽救；存款adj.节约的；挽救的；补偿的；保留的prep.考虑到；除之外
upset,v.使心烦；颠覆；扰乱adj.心烦的；混乱的；弄翻的n.混乱；翻倒；颠覆
chief,n.首领；酋长；主要部分adj.首席的；主要的；主任的adv.主要地；首要地
captive,adj.被俘虏的；被迷住的n.俘虏；迷恋者
opinion,n.意见；主张
understanding,n.谅解，理解；理解力；协议adj.了解的；聪明的；有理解力的v.理解；明白（understand的ing形式）
purchase,n.购买；紧握；起重装置v.购买；赢得
capable,adj.能干的，能胜任的；有才华的
gap,n.间隙；缺口；差距；分歧v.裂开
remains,n.残余；遗骸
staff,n.职员；参谋；棒；支撑adj.职员的；行政工作的v.供给人员；给…配备职员
atmosphere,n.气氛；大气；空气
judge,v.判断；审判n.法官；裁判员
characterize,v.描绘…的特性；具有…的特征
grape,n.葡萄；葡萄酒；葡萄树；葡萄色
confuse,v.使混乱；使困惑
meaning,n.意义；含义；意图adj.意味深长的v.意味；意思是（mean的ing形式）
building,n.建筑；建筑物v.建筑；建立；增加（build的ing形式）
recruit,n.招聘；新兵；新成员v.补充；聘用；征募；使…恢复健康
failure,n.失败；故障；失败者；破产
blame,v.责备；归咎于n.责备；责任；过失
definition,n.定义；[物]清晰度；解说
uniform,adj.统一的；一致的；相同的；均衡的；始终如一的n.制服v.使穿制服；使成一样
hotel,n.旅馆，饭店；客栈vt.使…在饭店下榻vi.进行旅馆式办公
intelligent,adj.智能的；聪明的；理解力强的
bias,n.偏见；偏爱；斜纹；乖离率v.使存偏见adj.偏斜的adv.偏斜地
option,n.[计]选项；选择权；买卖的特权
date,n.日期；约会；年代；枣椰子v.过时；注明日期；始于（某一历史时期）
description,n.描述，描写；类型；说明书
peculiar,adj.特殊的；独特的；奇怪的；罕见的n.特权；特有财产
maintain,v.维持；继续；维修；主张；供养
eliminate,v.消除；排除
truth,n.真理；事实；诚实；实质
historian,n.历史学家
attempt,n.企图，试图；攻击v.企图，试图；尝试
birth,n.出生；血统，出身；起源
topic,n.主题（等于theme）；题目；一般规则；总论
piece,n.块；件；篇；硬币v.修补；接合；凑合
complete,adj.完整的；完全的；彻底的v.完成
exclude,v.排除；排斥；拒绝接纳；逐出
energy,n.[物]能量；精力；活力；精神
entertain,v.娱乐；招待；怀抱；容纳
gain,n.增加；利润；收获v.获得；增加；赚到
attractive,adj.吸引人的；有魅力的；引人注目的
shut,v.关闭；停业；幽禁n.关闭adj.关闭的；围绕的
rose,n.玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒adj.玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的vt.使成玫瑰色，使（面颊）发红；使有玫瑰香味vi.起义(rise的过去式)；升起；（数量）增加；休会
cucumber,n.黄瓜；胡瓜
procedure,n.程序，手续；步骤
decide,v.决定；解决；判决
editor,n.编者，编辑；社论撰写人；编辑装置
survive,v.幸存；生还；幸免于；比活得长
demonstrate,v.证明；展示；论证
academic,adj.学术的；理论的；学院的n.大学生，大学教师；学者
economics,n.经济学；国家的经济状况
characteristic,adj.典型的；特有的；表示特性的n.特征；特性；特色
convince,v.说服；使确信，使信服
material,adj.重要的；物质的，实质性的；肉体的n.材料，原料；物资；布料
tree,n.树；木料；树状物v.把赶上树
oppose,v.反对；对抗，抗争
reward,n.[劳经]报酬；报答；酬谢v.[劳经]奖励；奖赏
ideal,adj.理想的；完美的；想象的；不切实际的n.理想；典范
initial,adj.最初的；字首的v.用姓名的首字母签名n.词首大写字母
cater,v.投合，迎合；满足需要；提供饮食及服务n.(Cater)人名；(英)凯特
profession,n.职业，专业；声明，宣布，表白
compete,v.竞争；比赛；对抗
advanced,adj.先进的；高级的；晚期的；年老的v.前进；增加；上涨（advance的过去式和过去分词形式）
basis,n.基础；底部；主要成分；基本原则或原理
mislead,v.误导；带错
confront,v.面对；遭遇；比较
entire,adj.全部的，整个的；全体的n.(Entire)人名；(英)恩泰尔
contrary,adj.相反的；对立的adv.相反地n.相反；反面
practical,adj.实际的；实用性的
vary,v.变化；变异；违反n.(Vary)人名；(英、法、罗、柬)瓦里
pursue,v.继续；从事；追赶；纠缠
temporary,adj.暂时的，临时的n.临时工，临时雇员
dramatic,adj.戏剧的；急剧的；引人注目的；激动人心的
vulnerable,adj.易受攻击的，易受…的攻击；易受伤害的；有弱点的
represent,v.代表；表现；描绘；回忆；再赠送
invention,n.发明；发明物；虚构；发明才能
plenty,n.丰富，大量；充足adj.足够的，很多的adv.足够
gather,v.收集；收割；使…聚集；使…皱起n.聚集；衣褶；收获量
civil,adj.公民的；民间的；文职的；有礼貌的；根据民法的n.(Civil)人名；(土)吉维尔；(法)西维尔
criminal,n.罪犯adj.刑事的；犯罪的；罪恶的
brand,v.铭刻于，铭记；打烙印于；印…商标于n.商标，牌子；烙印
boom,v.使兴旺；发隆隆声n.繁荣；吊杆；隆隆声
systematic,adj.系统的；体系的；有系统的；[图情]分类的；一贯的，惯常的
substantial,adj.大量的；实质的；内容充实的n.本质；重要材料
opening,n.开始；机会；通路；空缺的职位adj.开始的v.开放（open的ing形式）；打开；公开
interesting,adj.有趣的；引起兴趣的，令人关注的
component,adj.组成的，构成的n.成分；组件；[电子]元件
refuse,n.垃圾；废物v.拒绝；不愿；抵制
medicine,n.药；医学；内科；巫术v.用药物治疗；给…用药
pleasure,n.快乐；希望；娱乐；令人高兴的事vt.使高兴；使满意vi.高兴；寻欢作乐
team,n.队；组v.使合作
